job_id,searched_role,job_title,company,location,category,job_type,posted_date,description,redirect_url
5785771588,Data Engineer,Senior Engineer for Data Management - PB,Deutsche Bank,"Pune, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:17Z,"This job is with Deutsche Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position Overview Role Description Our Data Governance and Architecture team is driving forward data management together with the Divisional Data Office for Private Bank. In close collaboration between business and IT we assign data roles, manage the documentation of data flows, align data requirements between…",https://www.adzuna.in/details/5785771588?utm_medium=api&utm_source=37cd346e
5785771325,Data Engineer,Associate Project Manager,Morningstar,"Mumbai, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:15Z,"This job is with Morningstar, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. The Team: The Data Automation & Insights (Data A&I) team at PitchBook (a Morningstar company) harnesses advanced data analytics and engineering techniques to drive strategic decision-making and operational efficiency across the company. The Role : The Associate Project Manager for Data A&I will manage projects t…",https://www.adzuna.in/details/5785771325?utm_medium=api&utm_source=37cd346e
5765035498,Data Engineer,Project Manager,Innodata Inc.,India,IT Jobs,,2026-06-16T09:33:08Z,"Job Profile: As a Project Manager, you will oversee projects focused on AI/LLM OR knowledge processes specific to legal, life sciences, and medical domains. You will be responsible for coordinating project activities, managing resources, and ensuring successful project delivery in alignment with industry-specific requirements and standards. This role requires a deep understanding of data engineering principles, knowledge process outsourcing, and industry-specific challenges and opportunities. K…",https://www.adzuna.in/land/ad/5765035498?se=ZCoyNJh_8RGyL6cIuP5hKg&utm_medium=api&utm_source=37cd346e&v=BCD661E9D707A4902D534B054D168FED9BC1C0FC
5785770997,Data Engineer,"Engineering Manager, Enterprise Data Platform",Morningstar,"Mumbai, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:12Z,"This job is with Morningstar, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. As a Data Engineering Manager within the Enterprise Data Platform team at PitchBook, you will lead a team of skilled data engineers responsible for building and optimizing data pipelines, managing large-scale data models, and ensuring the quality, availability, and performance of enterprise data assets. This lea…",https://www.adzuna.in/details/5785770997?utm_medium=api&utm_source=37cd346e
5786785692,Data Engineer,Project Manager,Innodata Inc.,India,IT Jobs,,2026-07-03T17:38:10Z,"Project Manager – AI/LLM Operations | Data Engineering | KPO About the Role We are looking for an experienced Project Manager to lead AI/LLM and Knowledge Process Outsourcing (KPO) projects across legal, life sciences, and medical domains. The ideal candidate will drive end-to-end project execution, manage cross-functional teams, ensure timely delivery, and optimize operational excellence while working closely with stakeholders and leadership. Key Responsibilities Manage end-to-end delivery of …",https://www.adzuna.in/land/ad/5786785692?se=ZCoyNJh_8RGyL6cIuP5hKg&utm_medium=api&utm_source=37cd346e&v=857F7937A6E66B0B50EF6F95F9EBAFDB461D7883
5786419225,Data Engineer,GCP Platform Engineer,Capco,"Pune, Maharashtra",IT Jobs,full_time,2026-07-03T10:54:44Z,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: GCP Platform Engineer About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities across gl…",https://www.adzuna.in/details/5786419225?utm_medium=api&utm_source=37cd346e
5785771919,Data Engineer,Senior Software Engineer,Morningstar,"Mumbai, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:21Z,"This job is with Morningstar, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. The Role: At Morningstar, helping investors is what brings us together and drives our work. We are looking for a Senior Data Engineer to join the Corporate Systems Data Enablement t eam to su pport Morningstar's Business Intelligence Reporting , grow with us, introduce us to new ideas and develop products that e…",https://www.adzuna.in/details/5785771919?utm_medium=api&utm_source=37cd346e
5513049976,Data Engineer,Data Engineer-Data engineer-Engineering,EXL,"Noida, Ghaziabad",IT Jobs,full_time,2025-11-25T23:00:33Z,"Description Data Engineers design and build data systems and pipelines. Responsibilities include developing data processing workflows, optimizing data storage, and ensuring data accuracy. You will collaborate with data scientists and analysts to meet data requirements and resolve data issues. Strong experience in data engineering and problem-solving skills are required. Responsibilities Design and implement data pipelines, Optimize data processing and storage, Ensure data solutions meet perform…",https://www.adzuna.in/details/5513049976?utm_medium=api&utm_source=37cd346e
5776258837,Data Engineer,Assistant Manager/ Manager - Actimize SAM Implementation Analyst,Three Across,"Mumbai, Maharashtra",IT Jobs,,2026-06-25T18:53:42Z,"Role: Actimize SAM Implementation Specialist (AML | Actimize SAM | SQL | Implementation) Location: Mumbai We are looking for a skilled Actimize SAM Implementation Specialist to join a high-performing AML technology team focused on implementing and enhancing Suspicious Activity Monitoring (SAM) solutions using Actimize. The role involves end-to-end implementation, configuration, and optimization of AML SAM systems, working closely with business analysts, data engineers, and development teams to …",https://www.adzuna.in/land/ad/5776258837?se=ZCoyNJh_8RGyL6cIuP5hKg&utm_medium=api&utm_source=37cd346e&v=2F239C81C00A7B1221F517005CDC8236FDC6F730
5786180977,Data Engineer,Data Engineer,Evnek Technologies Pvt Ltd,"Immedihalli, Bangalore",IT Jobs,,2026-07-03T06:18:29Z,"Job Title: Junior Data Engineer Experience: 2–4 Years Location: Remote / Hybrid Notice Period: Immediate Joiner Job Summary We are looking for a motivated Junior Data Engineer with 2–4 years of experience to join our growing data engineering team. The ideal candidate should have hands-on experience in building and maintaining data pipelines, working with cloud-based data platforms, and developing scalable ETL/ELT solutions. You will collaborate with senior data engineers, data analysts, and bus…",https://www.adzuna.in/details/5786180977?utm_medium=api&utm_source=37cd346e
5790410241,Data Scientist,Data Scientist,Kyndryl,"Mumbai, Maharashtra",IT Jobs,full_time,2026-07-07T05:28:20Z,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we design, build, manage and modernize the mission-critical technology systems that the world depends on every day. So why work at Kyndryl? We are always moving forward - always pushing ourselves to go further in our efforts to build a more equitable, inclusive world for our employees, our cus…",https://www.adzuna.in/details/5790410241?utm_medium=api&utm_source=37cd346e
5795582923,Data Scientist,Data Science Instructor,NDMIT,"Agra, Uttar Pradesh",IT Jobs,full_time,2026-07-10T17:48:43Z,"Data Science Instructor: NDMIT is seeking a passionate and knowledgeable Data Science Instructor to join our Kanpur branch. The ideal candidate should have hands-on experience in Data Science concepts and the ability to train students through practical and industry-oriented sessions. Key Responsibilities: • Deliver engaging classroom and practical sessions on Data Science. • Train students in Python, Statistics, Machine Learning, Deep Learning, SQL, and Power BI. • Guide students on real-time p…",https://www.adzuna.in/land/ad/5795582923?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=B16697C360F096A495E962C02DC9FC0339F3B405
5786785503,Data Scientist,Data Science Instructor,upGrad,India,IT Jobs,,2026-07-03T17:37:09Z,"Data Science & AI Instructor upGrad is expanding its Offline Learning Centres , and we are looking for a dynamic Data Science Instructor who is well-versed in cutting-edge technologies like Generative AI and Agentic AI . Key Responsibilities As a Instructor, you will play a vital role in ensuring high-quality learning outcomes: Deliver High-Impact Sessions: Conduct engaging, in-person lectures and hands-on training sessions in Data Science, Machine Learning, Deep Learning, and cutting-edge GenA…",https://www.adzuna.in/land/ad/5786785503?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=A6B530F93C85F9C59F3E1A951CDEC1F1337D61A1
5785771652,Data Scientist,Principal Data Scientist,Warner Bros. Discovery,"Hyderabad, Telangana",IT Jobs,full_time,2026-07-03T00:54:19Z,"This job is with Warner Bros. Discovery, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands,…",https://www.adzuna.in/details/5785771652?utm_medium=api&utm_source=37cd346e
5785770925,Data Scientist,Data Scientist III,S&P Global,"Hyderabad, Telangana",IT Jobs,full_time,2026-07-03T00:54:12Z,"This job is with S&P Global, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About the Role: Grade Level (for internal use): 10 The Role: Data Scientist III Location: Hyderabad (2 days onsite a week: Paseo de la Reforma 180) The Team: S&P Global is looking for a Data Scientist who will be a part of our Data Science and Modelling team. The ideal candidate should be highly motivated and goa…",https://www.adzuna.in/details/5785770925?utm_medium=api&utm_source=37cd346e
5785410815,Data Scientist,Data Science Instructor,upGrad,India,IT Jobs,,2026-07-02T17:24:24Z,"Job Title: Data Science Instructor – Offline Learning Centres Location: Bengaluru, Karnataka Working Days: 6 (Monday – Saturday) About upGrad Founded in 2015, upGrad is Asia’s largest integrated Learning, Skilling, Workforce Development, and Placement company. Its offerings include online and hybrid degrees, study abroad programs, certifications, bootcamps, and doctorates for working professionals. Through its B2B arm, upGrad also provides enterprise training, recruitment, and staffing services…",https://www.adzuna.in/land/ad/5785410815?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=0FADC0A9B1C02A634023DF30652741433E015113
5774751270,Data Scientist,Data Science Instructor,upGrad,"Bangalore, Karnataka",IT Jobs,,2026-06-24T16:49:19Z,"Job Title: Data Science Instructor – Offline Learning Centres Location: Bengaluru, Karnataka Working Days: 6 (Monday – Saturday) About upGra dFounded in 2015, upGrad is Asia’s largest integrated Learning, Skilling, Workforce Development, and Placement company. Its offerings include online and hybrid degrees, study abroad programs, certifications, bootcamps, and doctorates for working professionals. Through its B2B arm, upGrad also provides enterprise training, recruitment, and staffing services…",https://www.adzuna.in/land/ad/5774751270?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=4253B46A1144E5DBC0FAAA0731E3E34D9FE0BD6C
5770622937,Data Scientist,Assistant Professor - Data Science,Symbiosis University of Applied Sciences,"Indore, Madhya Pradesh",Teaching Jobs,full_time,2026-06-20T17:07:06Z,"Data Science programme at Symbiosis University of Applied Sciences is an industry-oriented, multidisciplinary undergraduate programme that prepares students from diverse academic backgrounds - mathematics, commerce, humanities, economics, and the biological sciences - for careers in data science, artificial intelligence, analytics, and emerging technologies. The curriculum builds strong foundations in mathematics, statistics, and programming, and progresses through applied machine learning, dee…",https://www.adzuna.in/land/ad/5770622937?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=6E0BF2A0ECCDA812E4A92BD8A815D0D454335D80
5787965226,Data Scientist,"Assistant Professor of Computer Science (Data Science, AI - ML, Cyber Security)",Ganpat University Goa,"Goa, India",Scientific & QA Jobs,,2026-07-04T17:07:19Z,"Designation: Assistant Professor - Computer Science (Data Science, AI - ML, Cyber Security) Job Description 1. Teaching & Learning Deliver lectures and tutorials to undergraduate and postgraduate students. Design and update curriculum in alignment with industry and academic standards. Use modern pedagogical techniques and e-learning tools. Conduct evaluations, assessments, and student performance reviews. Supervise final-year projects, dissertations, and student research work. 2. Research & Pub…",https://www.adzuna.in/land/ad/5787965226?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=EAB62DE5DAE8577874372D691AC10A1268131FAB
5776258359,Data Scientist,Assistant Professor,Pune Institute of Business Management,"Mulshi, Pune",Teaching Jobs,,2026-06-25T18:52:31Z,"Job Title: Faculty – Business Analytics & Data Science Location Pune, Maharashtra Experience Required Minimum 6 years of overall industry and/or academic experience. Mandatory minimum 2 years of teaching, training, or faculty experience in higher education institutions, universities, coaching institutes, or corporate training environments. Educational Qualification Bachelor's or Master's Degree in Statistics, Mathematics, Computer Science, Data Science, Business Analytics, Engineering, or a rel…",https://www.adzuna.in/land/ad/5776258359?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=AD0A502172372B97DD4E2D5E88887414EE362AFD
5797599523,Data Scientist,"Admission Counselor- Patiala, Punjab",SkillCircle™,"Patiala, Punjab",Sales Jobs,,2026-07-12T10:08:33Z,"Job Title: Admission Counselor Location: Patiala, Punjab Company: SkillCircle About SkillCircle: SkillCircle is a leading education company specializing in Digital Marketing and Data Science courses. We empower students and professionals with industry-relevant skills to boost their careers in the digital era. Key Responsibilities: * Convert inquiries into enrollments by effectively counseling students on Digital Marketing & Data Science courses. * Follow up with leads via calls, WhatsApp, and e…",https://www.adzuna.in/land/ad/5797599523?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=6AE6B1FDC6FD3D92AB0C01CD1386A372B3FD7036
5798139264,Data Scientist,Admission Counselor- Navi Mumbai,SkillCircle™,"Navi Mumbai, Maharashtra",Sales Jobs,,2026-07-13T01:58:17Z,"Job Title: Admission Counselor Location: Vashi, Navi Mumbai Company: SkillCircle About SkillCircle: SkillCircle is a leading education company specializing in Digital Marketing and Data Science courses. We empower students and professionals with industry-relevant skills to boost their careers in the digital era. Key Responsibilities: * Convert inquiries into enrollments by effectively counseling students on Digital Marketing & Data Science courses. * Follow up with leads via calls, WhatsApp, an…",https://www.adzuna.in/land/ad/5798139264?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=E6F432523CF7B700A9E08A829BAED6711F1B837B
5795082840,Data Scientist,Admission Counselor- Meerut,SkillCircle™,"Meerut, Uttar Pradesh",Sales Jobs,,2026-07-10T09:26:18Z,"Job Title: Admission Counselor Location: Meerut, Uttar Pradesh Company: SkillCircle About SkillCircle: SkillCircle is a leading education company specializing in Digital Marketing and Data Science courses. We empower students and professionals with industry-relevant skills to boost their careers in the digital era. Key Responsibilities: * Convert inquiries into enrollments by effectively counseling students on Digital Marketing & Data Science courses. * Follow up with leads via calls, WhatsApp,…",https://www.adzuna.in/land/ad/5795082840?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=0E39F7AB518C2D6BBAC69426B3DD36EE506D0099
5783569310,Data Scientist,Assistant Professor – Computer Science & Engineering (AI & ML),Brainware University,"Kolkata, West Bengal",Teaching Jobs,full_time,2026-07-01T17:19:23Z,"Brainware University, Barasat, West Bengal, India (On-site)  We Are Hiring: Assistant Professor – Computer Science & Engineering (AI & ML) Are you a passionate academician in Computer Science, Artificial Intelligence, Machine Learning, Data Science, or allied emerging technologies ? Do you want to build a career in a research-driven, innovation-focused university that values teaching excellence, publications, funded projects, and AI-enabled learning ? Brainware University invites applications f…",https://www.adzuna.in/land/ad/5783569310?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=510C23BD2415EECEC8040713A0879ED9A19E74AF
5785410999,Data Scientist,Technical Delivery Lead - Analytics [T500-27182],Officeworks GCC India,"Bangalore, Karnataka",IT Jobs,,2026-07-02T17:24:30Z,"About Officeworks: Officeworks’ purpose is “we bring big ideas to life at low prices”. We are Australia’s leading omnichannel retailer of complete technology solutions, stationery, furniture, art supplies, and learning resources. We also offer services including Print & Create and Geeks2U. We begin with customers—our products and services provide solutions to our diverse range of customers across Australia, from households, students, small to large-sized businesses, governments, and schools. Ab…",https://www.adzuna.in/land/ad/5785410999?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=2ABAE29E4440C8189417BE9EAFF658ACB51DEDC2
5785771875,Data Scientist,Consultant-Business Analytics,Allianz Commercial,"Pune, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:20Z,"This job is with Allianz Commercial, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Overall Objectives of Job: (If multiple sections, accord weightage to each section) We are looking for data scientists who are excited to work on a combination of analytics and reporting projects. The ideal candidate will have good Machine Learning/Deep learning knowledge, and hands on experience solving …",https://www.adzuna.in/details/5785771875?utm_medium=api&utm_source=37cd346e
5796864520,Data Scientist,Project Manager,Fulcrum Digital Inc,India,IT Jobs,,2026-07-11T15:35:30Z,"Exp- 6  Years Notice- Immediate - 15 Days Location-Pune Mode- Hybrid We are seeking an experienced Project Manager to lead a fast-paced, innovation-led AI delivery team .The role will own end-to-end delivery across multiple concurrent initiatives including AI Agents, Chatbots, Generative AI solutions, PoCs, feasibility assessments, and production AI implementations. The PM will function as the primary delivery owner and ensure smooth execution with minimal dependency on client-side management .…",https://www.adzuna.in/land/ad/5796864520?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=2B123183D5B2F3EF3DBEB1F2CED54000FEB01B33
5778922512,Data Scientist,Associate / Assistant Professor - Business Analytics,DBS Global University,"Dehradun, Uttarakhand",Teaching Jobs,,2026-06-27T14:59:31Z,"Assistant Professor / Associate Professor – Business Analytics (School of Management / Business School) Role Overview DBS Global University is seeking highly accomplished, research-oriented, and industry-aligned academicians for the position of Assistant Professor / Associate Professor – Business Analytics to contribute towards academic excellence, research leadership, curriculum innovation, and development of future-ready business professionals. We are looking for faculty members with strong e…",https://www.adzuna.in/land/ad/5778922512?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=B0D454245580AA66E116D639E7AB1D4240036D64
5742257783,Data Scientist,Assistant Professor of Computer Science,"SRM Institute of Science and Technology, Kattankulathur Campus",India,IT Jobs,,2026-05-27T18:13:26Z,"SRM Institute of Science & Technology, Kattankulathur Campus, Chengalpattu Opening in School of Computing under 4 departments Computing Technologies Computational Intelligence Network and Communications Data Science and Business Systems Opening for Assistant Professor Experience - 0 to 18 years can apply Ph.D Specialization in CSE, IT, AI, ICE, Machine learning & Deep learning techniques. UG any degree, PG in M.E or M.Tech related to computer Science background. Note: Ph.D completed or Thesis S…",https://www.adzuna.in/land/ad/5742257783?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=5B2079667667CB7E6004F6E1E1A71D70D49BBB13
5790968503,Data Scientist,Assistant Professor,"Birla Institute of Technology and Science, Pilani","Bangalore, Karnataka",IT Jobs,full_time,2026-07-07T18:21:51Z,"Post / Job Title: Assistant Professor Job Type: Full Time No. of Positions : 3 Department : Academic Location: Bangalore Role Overview: The incumbent will play a pivotal role in shaping and delivering high-quality, industry-aligned educational content for our online courses and programmes. The role will include curriculum development, teaching, assessment, and ensuring the overall quality of programme delivery. Faculty members will also manage a large pool of guest/adjunct faculty and teaching …",https://www.adzuna.in/land/ad/5790968503?se=Rs43NZh_8RGYfuXPZvqb5A&utm_medium=api&utm_source=37cd346e&v=A7ACB0EDE8AB7E2E1E4844AF14313498DD2E0267
5785770666,Machine Learning Engineer,Senior Machine Learning Engineer,Morningstar,"Mumbai, Maharashtra",IT Jobs,full_time,2026-07-03T00:54:10Z,"This job is with Morningstar, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Overview As a Senior Machine Learning Engineer, AI & ML - Data Collection, you will play a critical role in building and scaling the company's Unified AI/ML Data Collection Platform, enabling standardized, reliable, and scalable machine learning capabilities across the organization. This role will focus on t…",https://www.adzuna.in/details/5785770666?utm_medium=api&utm_source=37cd346e
5785770924,Machine Learning Engineer,Machine Learning Engineering Manager,S&P Global,"Hyderabad, Telangana",IT Jobs,full_time,2026-07-03T00:54:12Z,"This job is with S&P Global, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About the Role: Grade Level (for internal use): 03 Who We Are Kensho is S&P Global's hub for AI innovation and transformation . With expertise in Machine Learning and data discovery, we develop and deploy novel solutions for S&P Global and its customers worldwide. Our solutions help businesses harness the power o…",https://www.adzuna.in/details/5785770924?utm_medium=api&utm_source=37cd346e
5799592154,Machine Learning Engineer,Machine Learning Engineer,Weekday AI,India,IT Jobs,full_time,2026-07-14T12:35:55Z,"This role is for one of the Weekday's clients Min Experience: 5 years Location: Bengaluru JobType: full-time We are looking for a Machine Learning Engineer to build and operate the production infrastructure that transforms machine learning research into scalable, reliable, and low-latency AI services. You will partner closely with Applied Science, Product, and Platform Engineering teams to operationalize machine learning models, LLM-powered applications, and agentic workflows that power real-wo…",https://www.adzuna.in/details/5799592154?utm_medium=api&utm_source=37cd346e
5415364109,Machine Learning Engineer,Machine Learning Engineer,Bask Health,India,IT Jobs,full_time,2025-09-26T18:53:30Z,"Bask Health is at the forefront of the health-tech industry, providing personalized healthcare experiences through advanced, user-friendly technology. Our platform serves as a launchpad for entrepreneurs, doctors, physicians, and influencers in the DTC telehealth sector. Requirements We are looking for a skilled Machine Learning Engineer to become a key player on our team. The successful candidate will be passionate about crafting sophisticated machine learning models and AI-powered solutions. …",https://www.adzuna.in/details/5415364109?utm_medium=api&utm_source=37cd346e
5747582818,Machine Learning Engineer,Machine Learning Engineer,Branch International,India,IT Jobs,,2026-06-01T18:19:50Z,"Branch Overview Branch is a leading AI-powered lending fintech with 50M downloads across India and Africa. We use alternative data and machine learning to expand financial access for millions of people traditionally excluded from the formal financial system. Founded by the former CEO of Kiva.org and backed by leading investors including Andreessen Horowitz, Visa, and the IFC, Branch combines mission-driven impact with world-class technology and scale. In India, Branch operates as a regulated di…",https://www.adzuna.in/details/5747582818?utm_medium=api&utm_source=37cd346e
3175702626,Machine Learning Engineer,Machine Learning Engineer,Marj Technologies,"Noida, Ghaziabad",IT Jobs,full_time,2022-05-28T06:10:44Z,"Job Description We are looking for a highly capable machine learning engineer to optimize our deep learning systems. You will be evaluating existing deep learning (DL) processes, do hyperparameter tuning, performing statistical analysis (logging and evaluating model’s performance) to resolve data set problems, and enhancing the accuracy of our AI software's predictive automation capabilities. You will be working with technologies like AWS Sagemaker, TensorFlow JS, TensorFlow/ Keras/TensorBoard …",https://www.adzuna.in/details/3175702626?utm_medium=api&utm_source=37cd346e
